Record_ID,Month,Shire_Class,Lscape_ID ,ID,Site_id,Tree_id,X_Coord,Y_Coord,Pellets,Genera,Genera2,Preference,DBH,Nitrate,Ammonium,Phosphorous,Lscape_PERC,Elevation
268,1,1,20,7,7,28,529844,6799885,1,4,4,4,38,1.329,32.749,210.248,9.43,4
253,1,1,20,7,7,13,529844,6799885,0,6,5,1,23,1.329,32.749,210.248,9.43,4
242,1,1,20,7,7,2,529844,6799885,1,6,5,1,67,1.329,32.749,210.248,9.43,4
245,1,1,20,7,7,5,529844,6799885,1,6,5,1,27,1.329,32.749,210.248,9.43,4
246,1,1,20,7,7,6,529844,6799885,1,6,5,1,34,1.329,32.749,210.248,9.43,4
248,1,1,20,7,7,8,529844,6799885,1,6,5,1,35,1.329,32.749,210.248,9.43,4
251,1,1,20,7,7,11,529844,6799885,1,6,5,1,37,1.329,32.749,210.248,9.43,4
259,1,1,20,7,7,19,529844,6799885,1,6,5,1,52,1.329,32.749,210.248,9.43,4
260,1,1,20,7,7,20,529844,6799885,1,6,5,1,27,1.329,32.749,210.248,9.43,4
261,1,1,20,7,7,21,529844,6799885,1,6,5,1,26,1.329,32.749,210.248,9.43,4
264,1,1,20,7,7,24,529844,6799885,1,6,5,1,56,1.329,32.749,210.248,9.43,4
265,1,1,20,7,7,25,529844,6799885,1,6,5,1,37,1.329,32.749,210.248,9.43,4
273,1,1,20,10,10,3,530990,6801373,0,1,1,6,10,0.629,38.349,101.352,9.43,62
277,1,1,20,10,10,7,530990,6801373,0,1,1,6,10,0.629,38.349,101.352,9.43,62
275,1,1,20,10,10,5,530990,6801373,1,1,1,6,31,0.629,38.349,101.352,9.43,62
279,1,1,20,10,10,9,530990,6801373,1,1,1,6,15,0.629,38.349,101.352,9.43,62
283,1,1,20,10,10,13,530990,6801373,1,1,1,6,21,0.629,38.349,101.352,9.43,62
285,1,1,20,10,10,15,530990,6801373,1,1,1,6,118,0.629,38.349,101.352,9.43,62
288,1,1,20,10,10,18,530990,6801373,1,1,1,6,31,0.629,38.349,101.352,9.43,62
291,1,1,20,10,10,21,530990,6801373,1,1,1,6,24,0.629,38.349,101.352,9.43,62
287,1,1,20,10,10,17,530990,6801373,0,6,5,2,27,0.629,38.349,101.352,9.43,62
274,1,1,20,10,10,4,530990,6801373,1,6,5,2,70,0.629,38.349,101.352,9.43,62
271,1,1,20,10,10,1,530990,6801373,0,6,5,1,21,0.629,38.349,101.352,9.43,62
272,1,1,20,10,10,2,530990,6801373,0,7,6,1,38,0.629,38.349,101.352,9.43,62
276,1,1,20,10,10,6,530990,6801373,0,6,5,1,22,0.629,38.349,101.352,9.43,62
280,1,1,20,10,10,10,530990,6801373,0,6,5,1,14,0.629,38.349,101.352,9.43,62
282,1,1,20,10,10,12,530990,6801373,0,6,5,1,35,0.629,38.349,101.352,9.43,62
286,1,1,20,10,10,16,530990,6801373,0,7,6,1,29,0.629,38.349,101.352,9.43,62
293,1,1,20,10,10,23,530990,6801373,0,6,5,1,27,0.629,38.349,101.352,9.43,62
294,1,1,20,10,10,24,530990,6801373,0,6,5,1,23,0.629,38.349,101.352,9.43,62
295,1,1,20,10,10,25,530990,6801373,0,7,6,1,25,0.629,38.349,101.352,9.43,62
278,1,1,20,10,10,8,530990,6801373,1,6,5,1,32,0.629,38.349,101.352,9.43,62
281,1,1,20,10,10,11,530990,6801373,1,6,5,1,59,0.629,38.349,101.352,9.43,62
284,1,1,20,10,10,14,530990,6801373,1,6,5,1,24,0.629,38.349,101.352,9.43,62
289,1,1,20,10,10,19,530990,6801373,1,7,6,1,24,0.629,38.349,101.352,9.43,62
290,1,1,20,10,10,20,530990,6801373,1,6,5,1,13,0.629,38.349,101.352,9.43,62
292,1,1,20,10,10,22,530990,6801373,1,7,6,1,40,0.629,38.349,101.352,9.43,62
296,1,1,20,10,10,26,530990,6801373,1,6,5,1,28,0.629,38.349,101.352,9.43,62
297,1,1,20,10,10,27,530990,6801373,1,7,6,1,43,0.629,38.349,101.352,9.43,62
298,1,1,20,10,10,28,530990,6801373,1,6,5,1,26,0.629,38.349,101.352,9.43,62
299,1,1,20,10,10,29,530990,6801373,1,6,5,1,30,0.629,38.349,101.352,9.43,62
300,1,1,20,10,10,30,530990,6801373,1,6,5,1,16,0.629,38.349,101.352,9.43,62
318,1,1,20,11,11,18,530923,6799858,0,4,4,6,59,0.456,22.549,28.864,9.43,38
324,1,1,20,11,11,24,530923,6799858,0,1,1,6,12,0.456,22.549,28.864,9.43,38
325,1,1,20,11,11,25,530923,6799858,0,1,1,6,15,0.456,22.549,28.864,9.43,38
326,1,1,20,11,11,26,530923,6799858,0,1,1,6,13,0.456,22.549,28.864,9.43,38
328,1,1,20,11,11,28,530923,6799858,0,1,1,6,13,0.456,22.549,28.864,9.43,38
329,1,1,20,11,11,29,530923,6799858,0,1,1,6,18,0.456,22.549,28.864,9.43,38
312,1,1,20,11,11,12,530923,6799858,0,6,5,2,58,0.456,22.549,28.864,9.43,38
313,1,1,20,11,11,13,530923,6799858,0,6,5,2,38,0.456,22.549,28.864,9.43,38
315,1,1,20,11,11,15,530923,6799858,0,6,5,2,36,0.456,22.549,28.864,9.43,38
316,1,1,20,11,11,16,530923,6799858,0,6,5,2,50,0.456,22.549,28.864,9.43,38
317,1,1,20,11,11,17,530923,6799858,0,6,5,2,90,0.456,22.549,28.864,9.43,38
301,1,1,20,11,11,1,530923,6799858,0,6,5,1,27,0.456,22.549,28.864,9.43,38
302,1,1,20,11,11,2,530923,6799858,0,7,6,1,25,0.456,22.549,28.864,9.43,38
303,1,1,20,11,11,3,530923,6799858,0,6,5,1,66,0.456,22.549,28.864,9.43,38
304,1,1,20,11,11,4,530923,6799858,0,7,6,1,49,0.456,22.549,28.864,9.43,38
305,1,1,20,11,11,5,530923,6799858,0,7,6,1,29,0.456,22.549,28.864,9.43,38
306,1,1,20,11,11,6,530923,6799858,0,7,6,1,61,0.456,22.549,28.864,9.43,38
307,1,1,20,11,11,7,530923,6799858,0,7,6,1,32,0.456,22.549,28.864,9.43,38
308,1,1,20,11,11,8,530923,6799858,0,7,6,1,61,0.456,22.549,28.864,9.43,38
309,1,1,20,11,11,9,530923,6799858,0,7,6,1,65,0.456,22.549,28.864,9.43,38
310,1,1,20,11,11,10,530923,6799858,0,6,5,1,29,0.456,22.549,28.864,9.43,38
311,1,1,20,11,11,11,530923,6799858,0,6,5,1,69,0.456,22.549,28.864,9.43,38
314,1,1,20,11,11,14,530923,6799858,0,7,6,1,16,0.456,22.549,28.864,9.43,38
319,1,1,20,11,11,19,530923,6799858,0,7,6,1,49,0.456,22.549,28.864,9.43,38
320,1,1,20,11,11,20,530923,6799858,0,7,6,1,69,0.456,22.549,28.864,9.43,38
321,1,1,20,11,11,21,530923,6799858,0,7,6,1,78,0.456,22.549,28.864,9.43,38
322,1,1,20,11,11,22,530923,6799858,0,7,6,1,49,0.456,22.549,28.864,9.43,38
323,1,1,20,11,11,23,530923,6799858,0,7,6,1,71,0.456,22.549,28.864,9.43,38
327,1,1,20,11,11,27,530923,6799858,0,7,6,1,70,0.456,22.549,28.864,9.43,38
330,1,1,20,11,11,30,530923,6799858,0,7,6,1,18,0.456,22.549,28.864,9.43,38
1153,1,1,37,13,13,13,523154,6813533,0,2,2,5,39,11.349,49.149,205,3.12,9
1156,1,1,37,13,13,16,523154,6813533,0,2,2,5,50,11.349,49.149,205,3.12,9
1170,1,1,37,13,13,30,523154,6813533,0,2,2,5,28,11.349,49.149,205,3.12,9
1141,1,1,37,13,13,1,523154,6813533,0,3,3,4,48,11.349,49.149,205,3.12,9
1142,1,1,37,13,13,2,523154,6813533,0,3,3,4,64,11.349,49.149,205,3.12,9
1144,1,1,37,13,13,4,523154,6813533,0,3,3,4,68,11.349,49.149,205,3.12,9
1145,1,1,37,13,13,5,523154,6813533,0,3,3,4,61,11.349,49.149,205,3.12,9
1146,1,1,37,13,13,6,523154,6813533,0,3,3,4,53,11.349,49.149,205,3.12,9
1147,1,1,37,13,13,7,523154,6813533,0,3,3,4,60,11.349,49.149,205,3.12,9
1148,1,1,37,13,13,8,523154,6813533,0,3,3,4,34,11.349,49.149,205,3.12,9
1149,1,1,37,13,13,9,523154,6813533,0,3,3,4,56,11.349,49.149,205,3.12,9
1150,1,1,37,13,13,10,523154,6813533,0,3,3,4,54,11.349,49.149,205,3.12,9
1151,1,1,37,13,13,11,523154,6813533,0,3,3,4,56,11.349,49.149,205,3.12,9
1152,1,1,37,13,13,12,523154,6813533,0,3,3,4,55,11.349,49.149,205,3.12,9
1154,1,1,37,13,13,14,523154,6813533,0,3,3,4,56,11.349,49.149,205,3.12,9
1155,1,1,37,13,13,15,523154,6813533,0,3,3,4,53,11.349,49.149,205,3.12,9
1157,1,1,37,13,13,17,523154,6813533,0,3,3,4,74,11.349,49.149,205,3.12,9
1158,1,1,37,13,13,18,523154,6813533,0,3,3,4,49,11.349,49.149,205,3.12,9
1160,1,1,37,13,13,20,523154,6813533,0,3,3,4,48,11.349,49.149,205,3.12,9
1161,1,1,37,13,13,21,523154,6813533,0,3,3,4,52,11.349,49.149,205,3.12,9
1162,1,1,37,13,13,22,523154,6813533,0,3,3,4,50,11.349,49.149,205,3.12,9
1163,1,1,37,13,13,23,523154,6813533,0,3,3,4,54,11.349,49.149,205,3.12,9
1164,1,1,37,13,13,24,523154,6813533,0,3,3,4,59,11.349,49.149,205,3.12,9
1165,1,1,37,13,13,25,523154,6813533,0,3,3,4,54,11.349,49.149,205,3.12,9
1166,1,1,37,13,13,26,523154,6813533,0,3,3,4,48,11.349,49.149,205,3.12,9
1167,1,1,37,13,13,27,523154,6813533,0,3,3,4,38,11.349,49.149,205,3.12,9
1168,1,1,37,13,13,28,523154,6813533,0,3,3,4,62,11.349,49.149,205,3.12,9
1169,1,1,37,13,13,29,523154,6813533,0,3,3,4,57,11.349,49.149,205,3.12,9
1143,1,1,37,13,13,3,523154,6813533,0,6,5,1,59,11.349,49.149,205,3.12,9
1159,1,1,37,13,13,19,523154,6813533,0,6,5,1,87,11.349,49.149,205,3.12,9
1173,1,1,37,14,14,3,522985,6810947,0,1,1,6,20,4.119,28.049,151.864,3.12,130
1174,1,1,37,14,14,4,522985,6810947,0,1,1,6,15,4.119,28.049,151.864,3.12,130
1175,1,1,37,14,14,5,522985,6810947,0,1,1,6,20,4.119,28.049,151.864,3.12,130
1176,1,1,37,14,14,6,522985,6810947,0,1,1,6,17,4.119,28.049,151.864,3.12,130
1177,1,1,37,14,14,7,522985,6810947,0,1,1,6,22,4.119,28.049,151.864,3.12,130
1178,1,1,37,14,14,8,522985,6810947,0,1,1,6,15,4.119,28.049,151.864,3.12,130
1179,1,1,37,14,14,9,522985,6810947,0,1,1,6,16,4.119,28.049,151.864,3.12,130
1180,1,1,37,14,14,10,522985,6810947,0,1,1,6,42,4.119,28.049,151.864,3.12,130
1183,1,1,37,14,14,13,522985,6810947,0,1,1,6,23,4.119,28.049,151.864,3.12,130
1184,1,1,37,14,14,14,522985,6810947,0,1,1,6,23,4.119,28.049,151.864,3.12,130
1185,1,1,37,14,14,15,522985,6810947,0,1,1,6,17,4.119,28.049,151.864,3.12,130
1186,1,1,37,14,14,16,522985,6810947,0,1,1,6,18,4.119,28.049,151.864,3.12,130
1188,1,1,37,14,14,18,522985,6810947,0,1,1,6,14,4.119,28.049,151.864,3.12,130
1191,1,1,37,14,14,21,522985,6810947,0,1,1,6,15,4.119,28.049,151.864,3.12,130
1193,1,1,37,14,14,23,522985,6810947,0,1,1,6,13,4.119,28.049,151.864,3.12,130
1195,1,1,37,14,14,25,522985,6810947,0,1,1,6,15,4.119,28.049,151.864,3.12,130
1199,1,1,37,14,14,29,522985,6810947,0,1,1,6,18,4.119,28.049,151.864,3.12,130
1200,1,1,37,14,14,30,522985,6810947,0,1,1,6,15,4.119,28.049,151.864,3.12,130
1187,1,1,37,14,14,17,522985,6810947,0,4,4,5,65,4.119,28.049,151.864,3.12,130
1189,1,1,37,14,14,19,522985,6810947,0,4,4,5,62,4.119,28.049,151.864,3.12,130
1172,1,1,37,14,14,2,522985,6810947,0,6,5,3,49,4.119,28.049,151.864,3.12,130
1182,1,1,37,14,14,12,522985,6810947,0,6,5,3,36,4.119,28.049,151.864,3.12,130
1194,1,1,37,14,14,24,522985,6810947,0,6,5,3,57,4.119,28.049,151.864,3.12,130
1196,1,1,37,14,14,26,522985,6810947,0,6,5,3,43,4.119,28.049,151.864,3.12,130
1171,1,1,37,14,14,1,522985,6810947,0,6,5,1,58,4.119,28.049,151.864,3.12,130
1181,1,1,37,14,14,11,522985,6810947,0,6,5,1,82,4.119,28.049,151.864,3.12,130
1190,1,1,37,14,14,20,522985,6810947,0,6,5,1,12,4.119,28.049,151.864,3.12,130
1192,1,1,37,14,14,22,522985,6810947,0,6,5,1,44,4.119,28.049,151.864,3.12,130
1197,1,1,37,14,14,27,522985,6810947,0,6,5,1,43,4.119,28.049,151.864,3.12,130
1198,1,1,37,14,14,28,522985,6810947,0,6,5,1,88,4.119,28.049,151.864,3.12,130
1202,1,1,37,15,15,2,524663,6813585,0,1,1,6,40,20.266,31.055,117.52,3.12,8
1203,1,1,37,15,15,3,524663,6813585,0,4,4,6,30,20.266,31.055,117.52,3.12,8
1204,1,1,37,15,15,4,524663,6813585,0,4,4,6,37,20.266,31.055,117.52,3.12,8
1205,1,1,37,15,15,5,524663,6813585,0,1,1,6,22,20.266,31.055,117.52,3.12,8
1206,1,1,37,15,15,6,524663,6813585,0,4,4,6,31,20.266,31.055,117.52,3.12,8
1207,1,1,37,15,15,7,524663,6813585,0,4,4,6,16,20.266,31.055,117.52,3.12,8
1208,1,1,37,15,15,8,524663,6813585,0,4,4,6,25,20.266,31.055,117.52,3.12,8
1209,1,1,37,15,15,9,524663,6813585,0,4,4,6,37,20.266,31.055,117.52,3.12,8
1210,1,1,37,15,15,10,524663,6813585,0,4,4,6,17,20.266,31.055,117.52,3.12,8
1211,1,1,37,15,15,11,524663,6813585,0,4,4,6,16,20.266,31.055,117.52,3.12,8
1212,1,1,37,15,15,12,524663,6813585,0,4,4,6,25,20.266,31.055,117.52,3.12,8
1213,1,1,37,15,15,13,524663,6813585,0,4,4,6,18,20.266,31.055,117.52,3.12,8
1214,1,1,37,15,15,14,524663,6813585,0,4,4,6,22,20.266,31.055,117.52,3.12,8
1215,1,1,37,15,15,15,524663,6813585,0,1,1,6,22,20.266,31.055,117.52,3.12,8
1221,1,1,37,15,15,21,524663,6813585,0,1,1,6,10,20.266,31.055,117.52,3.12,8
1222,1,1,37,15,15,22,524663,6813585,0,4,4,6,42,20.266,31.055,117.52,3.12,8
1225,1,1,37,15,15,25,524663,6813585,0,6,5,3,37,20.266,31.055,117.52,3.12,8
1229,1,1,37,15,15,29,524663,6813585,0,6,5,3,23,20.266,31.055,117.52,3.12,8
1230,1,1,37,15,15,30,524663,6813585,0,6,5,3,21,20.266,31.055,117.52,3.12,8
1231,1,1,37,15,15,31,524663,6813585,0,6,5,3,15,20.266,31.055,117.52,3.12,8
1223,1,1,37,15,15,23,524663,6813585,0,6,5,2,22,20.266,31.055,117.52,3.12,8
1224,1,1,37,15,15,24,524663,6813585,0,6,5,2,31,20.266,31.055,117.52,3.12,8
1226,1,1,37,15,15,26,524663,6813585,0,6,5,2,28,20.266,31.055,117.52,3.12,8
1227,1,1,37,15,15,27,524663,6813585,0,6,5,2,18,20.266,31.055,117.52,3.12,8
1228,1,1,37,15,15,28,524663,6813585,0,6,5,2,20,20.266,31.055,117.52,3.12,8
1201,1,1,37,15,15,1,524663,6813585,0,7,6,1,26,20.266,31.055,117.52,3.12,8
1216,1,1,37,15,15,16,524663,6813585,0,7,6,1,33,20.266,31.055,117.52,3.12,8
1217,1,1,37,15,15,17,524663,6813585,0,6,5,1,23,20.266,31.055,117.52,3.12,8
1218,1,1,37,15,15,18,524663,6813585,0,7,6,1,26,20.266,31.055,117.52,3.12,8
1219,1,1,37,15,15,19,524663,6813585,0,7,6,1,26,20.266,31.055,117.52,3.12,8
1220,1,1,37,15,15,20,524663,6813585,0,7,6,1,40,20.266,31.055,117.52,3.12,8
1232,1,1,37,15,15,32,524663,6813585,0,7,6,1,15,20.266,31.055,117.52,3.12,8
1240,1,1,37,16,16,8,524777,6812697,0,1,1,6,32,1.009,28.849,44.608,3.12,9
1241,1,1,37,16,16,9,524777,6812697,0,1,1,6,32,1.009,28.849,44.608,3.12,9
1242,1,1,37,16,16,10,524777,6812697,0,1,1,6,32,1.009,28.849,44.608,3.12,9
1243,1,1,37,16,16,11,524777,6812697,0,1,1,6,31,1.009,28.849,44.608,3.12,9
1244,1,1,37,16,16,12,524777,6812697,0,1,1,6,35,1.009,28.849,44.608,3.12,9
1245,1,1,37,16,16,13,524777,6812697,0,1,1,6,27,1.009,28.849,44.608,3.12,9
1246,1,1,37,16,16,14,524777,6812697,0,1,1,6,39,1.009,28.849,44.608,3.12,9
1257,1,1,37,16,16,25,524777,6812697,0,1,1,6,35,1.009,28.849,44.608,3.12,9
1258,1,1,37,16,16,26,524777,6812697,0,1,1,6,42,1.009,28.849,44.608,3.12,9
1259,1,1,37,16,16,27,524777,6812697,0,1,1,6,24,1.009,28.849,44.608,3.12,9
1260,1,1,37,16,16,28,524777,6812697,0,1,1,6,20,1.009,28.849,44.608,3.12,9
1261,1,1,37,16,16,29,524777,6812697,0,1,1,6,42,1.009,28.849,44.608,3.12,9
1262,1,1,37,16,16,30,524777,6812697,0,1,1,6,34,1.009,28.849,44.608,3.12,9
1233,1,1,37,16,16,1,524777,6812697,0,6,5,1,35,1.009,28.849,44.608,3.12,9
1234,1,1,37,16,16,2,524777,6812697,0,6,5,1,43,1.009,28.849,44.608,3.12,9
1235,1,1,37,16,16,3,524777,6812697,0,6,5,1,25,1.009,28.849,44.608,3.12,9
1236,1,1,37,16,16,4,524777,6812697,0,6,5,1,46,1.009,28.849,44.608,3.12,9
1237,1,1,37,16,16,5,524777,6812697,0,6,5,1,34,1.009,28.849,44.608,3.12,9
1238,1,1,37,16,16,6,524777,6812697,0,6,5,1,12,1.009,28.849,44.608,3.12,9
1239,1,1,37,16,16,7,524777,6812697,0,6,5,1,46,1.009,28.849,44.608,3.12,9
1247,1,1,37,16,16,15,524777,6812697,0,6,5,1,23,1.009,28.849,44.608,3.12,9
1248,1,1,37,16,16,16,524777,6812697,0,6,5,1,30,1.009,28.849,44.608,3.12,9
1249,1,1,37,16,16,17,524777,6812697,0,6,5,1,32,1.009,28.849,44.608,3.12,9
1250,1,1,37,16,16,18,524777,6812697,0,6,5,1,35,1.009,28.849,44.608,3.12,9
1251,1,1,37,16,16,19,524777,6812697,0,6,5,1,24,1.009,28.849,44.608,3.12,9
1252,1,1,37,16,16,20,524777,6812697,0,6,5,1,29,1.009,28.849,44.608,3.12,9
1253,1,1,37,16,16,21,524777,6812697,0,6,5,1,36,1.009,28.849,44.608,3.12,9
1254,1,1,37,16,16,22,524777,6812697,0,6,5,1,25,1.009,28.849,44.608,3.12,9
1255,1,1,37,16,16,23,524777,6812697,0,6,5,1,22,1.009,28.849,44.608,3.12,9
1256,1,1,37,16,16,24,524777,6812697,0,6,5,1,28,1.009,28.849,44.608,3.12,9
1270,1,1,37,17,17,8,524476,6809535,0,1,1,6,39,0.544,11.949,97.744,3.12,51
1287,1,1,37,17,17,25,524476,6809535,0,1,1,6,75,0.544,11.949,97.744,3.12,51
1271,1,1,37,17,17,9,524476,6809535,1,1,1,6,16,0.544,11.949,97.744,3.12,51
1275,1,1,37,17,17,13,524476,6809535,1,1,1,6,14,0.544,11.949,97.744,3.12,51
1276,1,1,37,17,17,14,524476,6809535,1,1,1,6,19,0.544,11.949,97.744,3.12,51
1280,1,1,37,17,17,18,524476,6809535,1,1,1,6,38,0.544,11.949,97.744,3.12,51
1281,1,1,37,17,17,19,524476,6809535,1,1,1,6,39,0.544,11.949,97.744,3.12,51
1267,1,1,37,17,17,5,524476,6809535,0,6,5,1,16,0.544,11.949,97.744,3.12,51
1268,1,1,37,17,17,6,524476,6809535,0,6,5,1,18,0.544,11.949,97.744,3.12,51
1269,1,1,37,17,17,7,524476,6809535,0,6,5,1,51,0.544,11.949,97.744,3.12,51
1272,1,1,37,17,17,10,524476,6809535,0,6,5,1,15,0.544,11.949,97.744,3.12,51
1273,1,1,37,17,17,11,524476,6809535,0,6,5,1,32,0.544,11.949,97.744,3.12,51
1274,1,1,37,17,17,12,524476,6809535,0,6,5,1,15,0.544,11.949,97.744,3.12,51
1277,1,1,37,17,17,15,524476,6809535,0,6,5,1,33,0.544,11.949,97.744,3.12,51
1278,1,1,37,17,17,16,524476,6809535,0,6,5,1,21,0.544,11.949,97.744,3.12,51
1283,1,1,37,17,17,21,524476,6809535,0,6,5,1,26,0.544,11.949,97.744,3.12,51
1286,1,1,37,17,17,24,524476,6809535,0,6,5,1,20,0.544,11.949,97.744,3.12,51
1289,1,1,37,17,17,27,524476,6809535,0,6,5,1,21,0.544,11.949,97.744,3.12,51
1290,1,1,37,17,17,28,524476,6809535,0,6,5,1,26,0.544,11.949,97.744,3.12,51
1291,1,1,37,17,17,29,524476,6809535,0,6,5,1,53,0.544,11.949,97.744,3.12,51
1292,1,1,37,17,17,30,524476,6809535,0,6,5,1,37,0.544,11.949,97.744,3.12,51
1263,1,1,37,17,17,1,524476,6809535,1,6,5,1,66,0.544,11.949,97.744,3.12,51
1264,1,1,37,17,17,2,524476,6809535,1,6,5,1,13,0.544,11.949,97.744,3.12,51
1265,1,1,37,17,17,3,524476,6809535,1,6,5,1,41,0.544,11.949,97.744,3.12,51
1266,1,1,37,17,17,4,524476,6809535,1,6,5,1,41,0.544,11.949,97.744,3.12,51
1279,1,1,37,17,17,17,524476,6809535,1,6,5,1,37,0.544,11.949,97.744,3.12,51
1282,1,1,37,17,17,20,524476,6809535,1,6,5,1,12,0.544,11.949,97.744,3.12,51
1284,1,1,37,17,17,22,524476,6809535,1,6,5,1,12,0.544,11.949,97.744,3.12,51
1285,1,1,37,17,17,23,524476,6809535,1,6,5,1,35,0.544,11.949,97.744,3.12,51
1288,1,1,37,17,17,26,524476,6809535,1,6,5,1,23,0.544,11.949,97.744,3.12,51
333,1,1,20,18,18,3,531574,6799852,0,4,4,6,21,0.439,15.449,18.368,9.43,8
342,1,1,20,18,18,12,531574,6799852,0,4,4,6,24,0.439,15.449,18.368,9.43,8
345,1,1,20,18,18,15,531574,6799852,0,4,4,6,29,0.439,15.449,18.368,9.43,8
348,1,1,20,18,18,18,531574,6799852,0,1,1,6,60,0.439,15.449,18.368,9.43,8
350,1,1,20,18,18,20,531574,6799852,0,4,4,6,36,0.439,15.449,18.368,9.43,8
351,1,1,20,18,18,21,531574,6799852,0,4,4,6,18,0.439,15.449,18.368,9.43,8
357,1,1,20,18,18,27,531574,6799852,0,4,4,6,13,0.439,15.449,18.368,9.43,8
349,1,1,20,18,18,19,531574,6799852,1,4,4,6,33,0.439,15.449,18.368,9.43,8
331,1,1,20,18,18,1,531574,6799852,0,6,5,3,29,0.439,15.449,18.368,9.43,8
332,1,1,20,18,18,2,531574,6799852,0,6,5,3,25,0.439,15.449,18.368,9.43,8
335,1,1,20,18,18,5,531574,6799852,0,6,5,3,14,0.439,15.449,18.368,9.43,8
337,1,1,20,18,18,7,531574,6799852,0,6,5,3,37,0.439,15.449,18.368,9.43,8
338,1,1,20,18,18,8,531574,6799852,0,6,5,3,41,0.439,15.449,18.368,9.43,8
352,1,1,20,18,18,22,531574,6799852,0,6,5,3,34,0.439,15.449,18.368,9.43,8
353,1,1,20,18,18,23,531574,6799852,0,6,5,3,29,0.439,15.449,18.368,9.43,8
354,1,1,20,18,18,24,531574,6799852,0,6,5,3,31,0.439,15.449,18.368,9.43,8
355,1,1,20,18,18,25,531574,6799852,0,6,5,3,24,0.439,15.449,18.368,9.43,8
356,1,1,20,18,18,26,531574,6799852,0,6,5,3,37,0.439,15.449,18.368,9.43,8
339,1,1,20,18,18,9,531574,6799852,1,6,5,3,46,0.439,15.449,18.368,9.43,8
358,1,1,20,18,18,28,531574,6799852,1,6,5,3,37,0.439,15.449,18.368,9.43,8
334,1,1,20,18,18,4,531574,6799852,0,6,5,1,35,0.439,15.449,18.368,9.43,8
336,1,1,20,18,18,6,531574,6799852,0,6,5,1,23,0.439,15.449,18.368,9.43,8
343,1,1,20,18,18,13,531574,6799852,0,6,5,1,40,0.439,15.449,18.368,9.43,8
344,1,1,20,18,18,14,531574,6799852,0,6,5,1,41,0.439,15.449,18.368,9.43,8
346,1,1,20,18,18,16,531574,6799852,0,6,5,1,36,0.439,15.449,18.368,9.43,8
347,1,1,20,18,18,17,531574,6799852,0,6,5,1,27,0.439,15.449,18.368,9.43,8
359,1,1,20,18,18,29,531574,6799852,0,6,5,1,19,0.439,15.449,18.368,9.43,8
360,1,1,20,18,18,30,531574,6799852,0,6,5,1,33,0.439,15.449,18.368,9.43,8
340,1,1,20,18,18,10,531574,6799852,1,6,5,1,56,0.439,15.449,18.368,9.43,8
341,1,1,20,18,18,11,531574,6799852,1,6,5,1,34,0.439,15.449,18.368,9.43,8
370,1,1,20,24,24,10,532025,6799116,0,4,4,6,54,0.48,8.419,18.368,9.43,32
387,1,1,20,24,24,27,532025,6799116,0,4,4,6,38,0.48,8.419,18.368,9.43,32
362,1,1,20,24,24,2,532025,6799116,1,4,4,6,44,0.48,8.419,18.368,9.43,32
384,1,1,20,24,24,24,532025,6799116,1,4,4,6,30,0.48,8.419,18.368,9.43,32
378,1,1,20,24,24,18,532025,6799116,0,4,4,5,63,0.48,8.419,18.368,9.43,32
381,1,1,20,24,24,21,532025,6799116,1,4,4,5,52,0.48,8.419,18.368,9.43,32
367,1,1,20,24,24,7,532025,6799116,0,6,5,2,53,0.48,8.419,18.368,9.43,32
